"id","porB","Favites","porM","PorLob","Mtub","gal","pec","gon","Faviidae","san","fun","pla","AcrpBr","myc","HCBr","Favia","MoAeq","pac","*MOBR","lob","HCEn","poc","*MOEN","dip","PorE","*MOFO","mer","TurbEnc","lep","turb","PorRus","eph","PorP","AcrpTab","mtp","sym","mon","cyp","HCP","HCMa","Alveo","psa","Astreo","Dis-AcroWS","AcrpDi","Ech_lam","HCFo","lepta","hydno","pav","phy","gop","SiteName","Year","Quadrat","MeanSA","MinSA","MaxSA","RangeSA","SdSA","MeanRug","MinRug","MaxRug","RangeRug","SdRug","MeanFD","MinFD","MaxFD","RangeFD","SdFD","MeanHR","MinHR","MaxHR","RangeHR","SdHR","MeanDepth","MinDepth","MaxDepth","RangeDepth","SdDepth","MinSpeed","MaxSpeed","MeanSpeed","MeanFlowDir","AverageDirection","minTemp","maxTemp","meanTemp","TempRange","FlowRange","richness","shannon","evenness"
"Oki03 Quadrat13",6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat13",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,34,1.7304396688651,0.490715471882574
"Oki03 Quadrat15",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat15",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,34,1.20804545819577,0.342575709364619
"Oki03 Quadrat16",0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat16",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,22,1.79235934543013,0.579855945842088
"Oki03 Quadrat27",0,0,17,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat27",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,36,1.55246545653628,0.433223734323317
"Oki03 Quadrat29",0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat29",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,85,0.389646318738406,0.0877058081408411
"Oki03 Quadrat2",6,0,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat2",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,22,1.89774852940819,0.613950975453716
"Oki03 Quadrat3",2,0,44,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat3",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,62,1.0254765859389,0.248471818522502
"Oki03 Quadrat47",6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat47",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,41,1.57812313599449,0.424960956095038
"Oki03 Quadrat48",7,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,4,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat48",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,56,1.7444368430152,0.433362592150703
"Oki03 Quadrat54",1,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,3,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat54",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,37,2.07372143037189,0.574292044443995
"Oki03 Quadrat61",1,0,10,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki03","2025","Quadrat61",5.08380285144404,2.52354842886854,10.0674432687003,7.54389483983176,2.20835414010874,5.08246544221156,2.52173124468905,10.0736612563114,7.55193001162235,2.20943938103498,1.92016372596649,1.10401467838511,2.39423313319684,1.29021845481173,0.349057451647746,2.33391542434692,1.0217981338501,3.35179281234741,2.32999467849731,0.813871358817546,10.5407799134289,8.55399687899243,12.3284092835632,3.77441240457077,1.27201007566428,0.01,24.61,0.79,"139.18˚","SE",27.06,29.99,29.16,2.93,24.6,32,1.64561986401203,0.474825523399704
"Oki04 Quadrat108",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat108",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,10,1.6094379124341,0.698970004336019
"Oki04 Quadrat109",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat109",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,7,1.27703425946614,0.656265789089031
"Oki04 Quadrat112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat112",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,2,0.693147180559945,1
"Oki04 Quadrat14",0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat14",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,11,1.67262544615032,0.697538989765115
"Oki04 Quadrat18",0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat18",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,11,1.51570795208571,0.632099311959052
"Oki04 Quadrat1",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat1",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,7,0.955699891112534,0.491132589845683
"Oki04 Quadrat24",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,6,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat24",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,16,1.721402322014,0.620864648336087
"Oki04 Quadrat28",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat28",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,12,1.35797785498732,0.546490490941855
"Oki04 Quadrat29",0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat29",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,13,1.52470739303014,0.594439569964495
"Oki04 Quadrat32",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat32",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,14,1.77213938843753,0.671504695464833
"Oki04 Quadrat3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat3",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,5,0.950270539233235,0.590436283308409
"Oki04 Quadrat45",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,"Oki04","2025","Quadrat45",2.32065255350556,1.97841982278899,2.80985413769838,0.83143431490939,0.314547402579821,2.32065255350557,1.97841982278904,2.80985413769845,0.83143431490941,0.314547402579852,2.26467588060738,2.1131081441772,2.39243739424329,0.27932925006609,0.0855382524405978,0.669076061248779,0.464980125427246,0.995543003082275,0.530562877655029,0.170953807671718,6.13286790021167,5.76292297899723,6.64186324605322,0.878940267055991,0.298898232079411,0.08,24.21,3.53,"212.1˚","SW",27.9,30.13,29.35,2.23,24.13,10,1.74806734854609,0.759176003468815
