Well.Location,Run,Sample.Type,Sample.Name
E09,RUN1,Symbiont,D05_Symbiont
E10,RUN1,Host,D06_Host
E11,RUN1,Host,D06_Host
E12,RUN1,Host,D06_Host
F01,RUN1,Symbiont,D06_Symbiont
F02,RUN1,Symbiont,D06_Symbiont
F03,RUN1,Symbiont,D06_Symbiont
F04,RUN1,Host,D07_Host
F05,RUN1,Host,D07_Host
F06,RUN1,Host,D07_Host
F07,RUN1,Symbiont,D07_Symbiont
F08,RUN1,Symbiont,D07_Symbiont
F09,RUN1,Symbiont,D07_Symbiont
F10,RUN1,Host,D08_Host
F11,RUN1,Host,D08_Host
F12,RUN1,Host,D08_Host
G01,RUN1,Symbiont,D08_Symbiont
G02,RUN1,Symbiont,D08_Symbiont
G03,RUN1,Symbiont,D08_Symbiont
G04,RUN1,Host,D09_Host
G05,RUN1,Host,D09_Host
G06,RUN1,Host,D09_Host
G07,RUN1,Symbiont,D09_Symbiont
G08,RUN1,Symbiont,D09_Symbiont
G09,RUN1,Symbiont,D09_Symbiont
G10,RUN1,Host,D10_Host
G11,RUN1,Host,D10_Host
G12,RUN1,Host,D10_Host
H01,RUN1,Symbiont,D10_Symbiont
H02,RUN1,Symbiont,D10_Symbiont
H03,RUN1,Symbiont,D10_Symbiont
H04,RUN1,Host,C01_Host
H05,RUN1,Host,C01_Host
H06,RUN1,Host,C01_Host
H07,RUN1,Symbiont,C01_Symbiont
H08,RUN1,Symbiont,C01_Symbiont
H09,RUN1,Symbiont,C01_Symbiont
H10,RUN1,NA,NA
H11,RUN1,NA,NA
H12,RUN1,NA,NA
A01,RUN2,Standard,StandardA_Run2
A02,RUN2,Standard,StandardA_Run2
A03,RUN2,Standard,StandardA_Run2
A04,RUN2,Standard,StandardB_Run2
A05,RUN2,Standard,StandardB_Run2
A06,RUN2,Standard,StandardB_Run2
A07,RUN2,Standard,StandardC_Run2
A08,RUN2,Standard,StandardC_Run2
A09,RUN2,Standard,StandardC_Run2
A10,RUN2,Standard,StandardD_Run2
A11,RUN2,Standard,StandardD_Run2
A12,RUN2,Standard,StandardD_Run2
B01,RUN2,Standard,StandardE_Run2
B02,RUN2,Standard,StandardE_Run2
B03,RUN2,Standard,StandardE_Run2
B04,RUN2,Standard,StandardF_Run2
B05,RUN2,Standard,StandardF_Run2
B06,RUN2,Standard,StandardF_Run2
B07,RUN2,Standard,StandardG_Run2
B08,RUN2,Standard,StandardG_Run2
B09,RUN2,Standard,StandardG_Run2
B10,RUN2,Standard,StandardH_Run2
B11,RUN2,Standard,StandardH_Run2
B12,RUN2,Standard,StandardH_Run2
C01,RUN2,Standard,StandardI_Run2
C02,RUN2,Standard,StandardI_Run2
C03,RUN2,Standard,StandardI_Run2
C04,RUN2,Host,C02_Host
C05,RUN2,Host,C02_Host
C06,RUN2,Host,C02_Host
C07,RUN2,Symbiont,C03_Host
C08,RUN2,Symbiont,C03_Host
C09,RUN2,Symbiont,C03_Host
C10,RUN2,Host,C04_Host
C11,RUN2,Host,C04_Host
C12,RUN2,Host,C04_Host
D01,RUN2,Symbiont,C05_Host
D02,RUN2,Symbiont,C05_Host
D03,RUN2,Symbiont,C05_Host
D04,RUN2,Host,C06_Host
D05,RUN2,Host,C06_Host
D06,RUN2,Host,C06_Host
D07,RUN2,Symbiont,C07_Host
D08,RUN2,Symbiont,C07_Host
D09,RUN2,Symbiont,C07_Host
D10,RUN2,Host,C08_Host
D11,RUN2,Host,C08_Host
D12,RUN2,Host,C08_Host
E01,RUN2,Symbiont,C09_Host
E02,RUN2,Symbiont,C09_Host
E03,RUN2,Symbiont,C09_Host
E04,RUN2,Host,C10_Host
E05,RUN2,Host,C10_Host
E06,RUN2,Host,C10_Host
E07,RUN2,Symbiont,E01_Host
E08,RUN2,Symbiont,E01_Host
E09,RUN2,Symbiont,E01_Host
E10,RUN2,Host,E02_Host
E11,RUN2,Host,E02_Host
E12,RUN2,Host,E02_Host
F01,RUN2,NA,NA
F02,RUN2,NA,NA
F03,RUN2,NA,NA
F04,RUN2,NA,NA
F05,RUN2,NA,NA
F06,RUN2,NA,NA
F07,RUN2,NA,NA
F08,RUN2,NA,NA
F09,RUN2,NA,NA
F10,RUN2,NA,NA
F11,RUN2,NA,NA
F12,RUN2,NA,NA
G01,RUN2,NA,NA
G02,RUN2,NA,NA
G03,RUN2,NA,NA
G04,RUN2,NA,NA
G05,RUN2,NA,NA
G06,RUN2,NA,NA
G07,RUN2,NA,NA
G08,RUN2,NA,NA
G09,RUN2,NA,NA
G10,RUN2,NA,NA
G11,RUN2,NA,NA
G12,RUN2,NA,NA
H01,RUN2,NA,NA
H02,RUN2,NA,NA
H03,RUN2,NA,NA
H04,RUN2,NA,NA
H05,RUN2,NA,NA
H06,RUN2,NA,NA
H07,RUN2,NA,NA
H08,RUN2,NA,NA
H09,RUN2,NA,NA
H10,RUN2,NA,NA
H11,RUN2,NA,NA
H12,RUN2,NA,NA
A01,RUN3,Host,E03_Host
A02,RUN3,Host,E03_Host
A03,RUN3,Host,E03_Host
A04,RUN3,Host,E04_Host
A05,RUN3,Host,E04_Host
A06,RUN3,Host,E04_Host
A07,RUN3,Host,E05_Host
A08,RUN3,Host,E05_Host
A09,RUN3,Host,E05_Host
A10,RUN3,Host,E06_Host
A11,RUN3,Host,E06_Host
A12,RUN3,Host,E06_Host
B01,RUN3,Standard,StandardA_Run3
B02,RUN3,Standard,StandardA_Run3
B03,RUN3,Standard,StandardA_Run3
B04,RUN3,Standard,StandardB_Run3
B05,RUN3,Standard,StandardB_Run3
B06,RUN3,Standard,StandardB_Run3
B07,RUN3,Standard,StandardC_Run3
B08,RUN3,Standard,StandardC_Run3
B09,RUN3,Standard,StandardC_Run3
B10,RUN3,Standard,StandardD_Run3
B11,RUN3,Standard,StandardD_Run3
B12,RUN3,Standard,StandardD_Run3
C01,RUN3,Standard,StandardE_Run3
C02,RUN3,Standard,StandardE_Run3
C03,RUN3,Standard,StandardE_Run3
C04,RUN3,Standard,StandardF_Run3
C05,RUN3,Standard,StandardF_Run3
C06,RUN3,Standard,StandardF_Run3
C07,RUN3,Standard,StandardG_Run3
C08,RUN3,Standard,StandardG_Run3
C09,RUN3,Standard,StandardG_Run3
C10,RUN3,Standard,StandardH_Run3
C11,RUN3,Standard,StandardH_Run3
C12,RUN3,Standard,StandardH_Run3
D01,RUN3,Standard,StandardI_Run3
D02,RUN3,Standard,StandardI_Run3
D03,RUN3,Standard,StandardI_Run3
D04,RUN3,Host,E07_Host
D05,RUN3,Host,E07_Host
D06,RUN3,Host,E07_Host
D07,RUN3,Host,E08_Host
D08,RUN3,Host,E08_Host
D09,RUN3,Host,E08_Host
D10,RUN3,Host,E09_Host
D11,RUN3,Host,E09_Host
D12,RUN3,Host,E09_Host
E01,RUN3,Host,E10_Host
E02,RUN3,Host,E10_Host
E03,RUN3,Host,E10_Host
E04,RUN3,Host,F01_Host
E05,RUN3,Host,F01_Host
E06,RUN3,Host,F01_Host
E07,RUN3,Host,F02_Host
E08,RUN3,Host,F02_Host
E09,RUN3,Host,F02_Host
E10,RUN3,Host,F03_Host
E11,RUN3,Host,F03_Host
E12,RUN3,Host,F03_Host
F01,RUN3,Host,F04_Host
F02,RUN3,Host,F04_Host
F03,RUN3,Host,F04_Host
F04,RUN3,Host,F05_Host
F05,RUN3,Host,F05_Host
F06,RUN3,Host,F05_Host
F07,RUN3,Host,F06_Host
F08,RUN3,Host,F06_Host
F09,RUN3,Host,F06_Host
F10,RUN3,Host,F07_Host
F11,RUN3,Host,F07_Host
F12,RUN3,Host,F07_Host
G01,RUN3,Host,F08_Host
G02,RUN3,Host,F08_Host
G03,RUN3,Host,F08_Host
G04,RUN3,Host,F09_Host
G05,RUN3,Host,F09_Host
G06,RUN3,Host,F09_Host
G07,RUN3,Host,F10_Host
G08,RUN3,Host,F10_Host
G09,RUN3,Host,F10_Host
G10,RUN3,Host,G01_Host
G11,RUN3,Host,G01_Host
G12,RUN3,Host,G01_Host
H01,RUN3,Host,G02_Host
H02,RUN3,Host,G02_Host
H03,RUN3,Host,G02_Host
H04,RUN3,Host,G03_Host
H05,RUN3,Host,G03_Host
H06,RUN3,Host,G03_Host
H07,RUN3,Host,G04_Host
H08,RUN3,Host,G04_Host
H09,RUN3,Host,G04_Host
H10,RUN3,Host,G05_Host
H11,RUN3,Host,G05_Host
H12,RUN3,Host,G05_Host
A01,RUN4,Host,G06_Host
A02,RUN4,Host,G06_Host
A03,RUN4,Host,G06_Host
A04,RUN4,Host,G07_Host
A05,RUN4,Host,G07_Host
A06,RUN4,Host,G07_Host
A07,RUN4,Host,G08_Host
A08,RUN4,Host,G08_Host
A09,RUN4,Host,G08_Host
A10,RUN4,Host,G09_Host
A11,RUN4,Host,G09_Host
A12,RUN4,Host,G09_Host
B01,RUN4,Host,G10_Host
B02,RUN4,Host,G10_Host
B03,RUN4,Host,G10_Host
B04,RUN4,Host,H01_Host
B05,RUN4,Host,H01_Host
B06,RUN4,Host,H01_Host
B07,RUN4,Host,H02_Host
B08,RUN4,Host,H02_Host
B09,RUN4,Host,H02_Host
B10,RUN4,Host,H03_Host
B11,RUN4,Host,H03_Host
B12,RUN4,Host,H03_Host
C01,RUN4,Standard,StandardA_Run4
C02,RUN4,Standard,StandardA_Run4
C03,RUN4,Standard,StandardA_Run4
C04,RUN4,Standard,StandardB_Run4
C05,RUN4,Standard,StandardB_Run4
C06,RUN4,Standard,StandardB_Run4
C07,RUN4,Standard,StandardC_Run4
C08,RUN4,Standard,StandardC_Run4
C09,RUN4,Standard,StandardC_Run4
C10,RUN4,Standard,StandardD_Run4
C11,RUN4,Standard,StandardD_Run4
C12,RUN4,Standard,StandardD_Run4
D01,RUN4,Standard,StandardE_Run4
D02,RUN4,Standard,StandardE_Run4
D03,RUN4,Standard,StandardE_Run4
D04,RUN4,Standard,StandardF_Run4
D05,RUN4,Standard,StandardF_Run4
D06,RUN4,Standard,StandardF_Run4
D07,RUN4,Standard,StandardG_Run4
D08,RUN4,Standard,StandardG_Run4
D09,RUN4,Standard,StandardG_Run4
D10,RUN4,Standard,StandardH_Run4
D11,RUN4,Standard,StandardH_Run4
D12,RUN4,Standard,StandardH_Run4
E01,RUN4,Standard,StandardI_Run4
E02,RUN4,Standard,StandardI_Run4
E03,RUN4,Standard,StandardI_Run4
E04,RUN4,Host,H04_Host
E05,RUN4,Host,H04_Host
E06,RUN4,Host,H04_Host
E07,RUN4,Host,H05_Host
E08,RUN4,Host,H05_Host
E09,RUN4,Host,H05_Host
E10,RUN4,Host,H06_Host
E11,RUN4,Host,H06_Host
E12,RUN4,Host,H06_Host
F01,RUN4,Host,H07_Host
F02,RUN4,Host,H07_Host
F03,RUN4,Host,H07_Host
F04,RUN4,Host,H08_Host
F05,RUN4,Host,H08_Host
F06,RUN4,Host,H08_Host
F07,RUN4,Host,H09_Host
F08,RUN4,Host,H09_Host
F09,RUN4,Host,H09_Host
F10,RUN4,Host,H10_Host
F11,RUN4,Host,H10_Host
F12,RUN4,Host,H10_Host
G01,RUN4,Host,I01_Host
G02,RUN4,Host,I01_Host
G03,RUN4,Host,I01_Host
G04,RUN4,Host,I02_Host
G05,RUN4,Host,I02_Host
G06,RUN4,Host,I02_Host
G07,RUN4,Host,I03_Host
G08,RUN4,Host,I03_Host
G09,RUN4,Host,I03_Host
G10,RUN4,Host,I04_Host
G11,RUN4,Host,I04_Host
G12,RUN4,Host,I04_Host
H01,RUN4,Host,I05_Host
H02,RUN4,Host,I05_Host
H03,RUN4,Host,I05_Host
H04,RUN4,Host,I06_Host
H05,RUN4,Host,I06_Host
H06,RUN4,Host,I06_Host
H07,RUN4,Host,I07_Host
H08,RUN4,Host,I07_Host
H09,RUN4,Host,I07_Host
H10,RUN4,Host,I08_Host
H11,RUN4,Host,I08_Host
H12,RUN4,Host,I08_Host
A01,RUN5,Host,I09_Host
A02,RUN5,Host,I09_Host
A03,RUN5,Host,I09_Host
A04,RUN5,Host,I10_Host
A05,RUN5,Host,I10_Host
A06,RUN5,Host,I10_Host
A07,RUN5,Host,J01_Host
A08,RUN5,Host,J01_Host
A09,RUN5,Host,J01_Host
A10,RUN5,Host,J02_Host
A11,RUN5,Host,J02_Host
A12,RUN5,Host,J02_Host
B01,RUN5,Host,J03_Host
B02,RUN5,Host,J03_Host
B03,RUN5,Host,J03_Host
B04,RUN5,Host,J04_Host
B05,RUN5,Host,J04_Host
B06,RUN5,Host,J04_Host
B07,RUN5,Host,J05_Host
B08,RUN5,Host,J05_Host
B09,RUN5,Host,J05_Host
B10,RUN5,Host,J06_Host
B11,RUN5,Host,J06_Host
B12,RUN5,Host,J06_Host
C01,RUN5,Host,J07_Host
C02,RUN5,Host,J07_Host
C03,RUN5,Host,J07_Host
C04,RUN5,Host,J08_Host
C05,RUN5,Host,J08_Host
C06,RUN5,Host,J08_Host
C07,RUN5,Host,J09_Host
C08,RUN5,Host,J09_Host
C09,RUN5,Host,J09_Host
C10,RUN5,Host,J10_Host
C11,RUN5,Host,J10_Host
C12,RUN5,Host,J10_Host
D01,RUN5,Standard,StandardA_Run5
D02,RUN5,Standard,StandardA_Run5
D03,RUN5,Standard,StandardA_Run5
D04,RUN5,Standard,StandardB_Run5
D05,RUN5,Standard,StandardB_Run5
D06,RUN5,Standard,StandardB_Run5
D07,RUN5,Standard,StandardC_Run5
D08,RUN5,Standard,StandardC_Run5
D09,RUN5,Standard,StandardC_Run5
D10,RUN5,Standard,StandardD_Run5
D11,RUN5,Standard,StandardD_Run5
D12,RUN5,Standard,StandardD_Run5
E01,RUN5,Standard,StandardE_Run5
E02,RUN5,Standard,StandardE_Run5
E03,RUN5,Standard,StandardE_Run5
E04,RUN5,Standard,StandardF_Run5
E05,RUN5,Standard,StandardF_Run5
E06,RUN5,Standard,StandardF_Run5
E07,RUN5,Standard,StandardG_Run5
E08,RUN5,Standard,StandardG_Run5
E09,RUN5,Standard,StandardG_Run5
E10,RUN5,Standard,StandardH_Run5
E11,RUN5,Standard,StandardH_Run5
E12,RUN5,Standard,StandardH_Run5
F01,RUN5,Standard,StandardI_Run5
F02,RUN5,Standard,StandardI_Run5
F03,RUN5,Standard,StandardI_Run5
F04,RUN5,Host,A01_Host
F05,RUN5,Host,A01_Host
F06,RUN5,Host,A01_Host
F07,RUN5,Host,A02_Host
F08,RUN5,Host,A02_Host
F09,RUN5,Host,A02_Host
F10,RUN5,Host,A03_Host
F11,RUN5,Host,A03_Host
F12,RUN5,Host,A03_Host
G01,RUN5,Host,A04_Host
G02,RUN5,Host,A04_Host
G03,RUN5,Host,A04_Host
G04,RUN5,Host,A05_Host
G05,RUN5,Host,A05_Host
G06,RUN5,Host,A05_Host
G07,RUN5,Host,A06_Host
G08,RUN5,Host,A06_Host
G09,RUN5,Host,A06_Host
G10,RUN5,Host,A07_Host
G11,RUN5,Host,A07_Host
G12,RUN5,Host,A07_Host
H01,RUN5,Host,A08_Host
H02,RUN5,Host,A08_Host
H03,RUN5,Host,A08_Host
H04,RUN5,Host,A09_Host
H05,RUN5,Host,A09_Host
H06,RUN5,Host,A09_Host
H07,RUN5,Host,A10_Host
H08,RUN5,Host,A10_Host
H09,RUN5,Host,A10_Host
H10,RUN5,Host,B01_Host
H11,RUN5,Host,B01_Host
H12,RUN5,Host,B01_Host
A01,RUN6,Host,B02_Host
A02,RUN6,Host,B02_Host
A03,RUN6,Host,B02_Host
A04,RUN6,Host,B03_Host
A05,RUN6,Host,B03_Host
A06,RUN6,Host,B03_Host
A07,RUN6,Host,B04_Host
A08,RUN6,Host,B04_Host
A09,RUN6,Host,B04_Host
A10,RUN6,Host,B05_Host
A11,RUN6,Host,B05_Host
A12,RUN6,Host,B05_Host
B01,RUN6,Host,B06_Host
B02,RUN6,Host,B06_Host
B03,RUN6,Host,B06_Host
B04,RUN6,Host,B07_Host
B05,RUN6,Host,B07_Host
B06,RUN6,Host,B07_Host
B07,RUN6,Host,B08_Host
B08,RUN6,Host,B08_Host
B09,RUN6,Host,B08_Host
B10,RUN6,Host,B09_Host
B11,RUN6,Host,B09_Host
B12,RUN6,Host,B09_Host
C01,RUN6,Host,B10_Host
C02,RUN6,Host,B10_Host
C03,RUN6,Host,B10_Host
C04,RUN6,NA,NA
C05,RUN6,NA,NA
C06,RUN6,NA,NA
C07,RUN6,NA,NA
C08,RUN6,NA,NA
C09,RUN6,NA,NA
C10,RUN6,NA,NA
C11,RUN6,NA,NA
C12,RUN6,NA,NA
D01,RUN6,Standard,StandardA_Run6
D02,RUN6,Standard,StandardA_Run6
D03,RUN6,Standard,StandardA_Run6
D04,RUN6,Standard,StandardB_Run6
D05,RUN6,Standard,StandardB_Run6
D06,RUN6,Standard,StandardB_Run6
D07,RUN6,Standard,StandardC_Run6
D08,RUN6,Standard,StandardC_Run6
D09,RUN6,Standard,StandardC_Run6
D10,RUN6,Standard,StandardD_Run6
D11,RUN6,Standard,StandardD_Run6
D12,RUN6,Standard,StandardD_Run6
E01,RUN6,Standard,StandardE_Run6
E02,RUN6,Standard,StandardE_Run6
E03,RUN6,Standard,StandardE_Run6
E04,RUN6,Standard,StandardF_Run6
E05,RUN6,Standard,StandardF_Run6
E06,RUN6,Standard,StandardF_Run6
E07,RUN6,Standard,StandardG_Run6
E08,RUN6,Standard,StandardG_Run6
E09,RUN6,Standard,StandardG_Run6
E10,RUN6,Standard,StandardH_Run6
E11,RUN6,Standard,StandardH_Run6
E12,RUN6,Standard,StandardH_Run6
F01,RUN6,Standard,StandardI_Run6
F02,RUN6,Standard,StandardI_Run6
F03,RUN6,Standard,StandardI_Run6
F04,RUN6,NA,NA
F05,RUN6,NA,NA
F06,RUN6,NA,NA
F07,RUN6,NA,NA
F08,RUN6,NA,NA
F09,RUN6,NA,NA
F10,RUN6,NA,NA
F11,RUN6,NA,NA
F12,RUN6,NA,NA
G01,RUN6,NA,NA
G02,RUN6,NA,NA
G03,RUN6,NA,NA
G04,RUN6,NA,NA
G05,RUN6,NA,NA
G06,RUN6,NA,NA
G07,RUN6,NA,NA
G08,RUN6,NA,NA
G09,RUN6,NA,NA
G10,RUN6,NA,NA
G11,RUN6,NA,NA
G12,RUN6,NA,NA
H01,RUN6,NA,NA
H02,RUN6,NA,NA
H03,RUN6,NA,NA
H04,RUN6,NA,NA
H05,RUN6,NA,NA
H06,RUN6,NA,NA
H07,RUN6,NA,NA
H08,RUN6,NA,NA
H09,RUN6,NA,NA
H10,RUN6,NA,NA
H11,RUN6,NA,NA
H12,RUN6,NA,NA
